Date;CompanyCode;CompanyName;Country;Operation;Sessions;UniqueUsers;DateRange
2026-07-27 00:00:00.000;SAP;SAP;Germany;Lyra Health International Ltd;2;1;2026-07-01 - 2026-07-31
2026-07-27 00:00:00.000;SBDHUB22;Stanley Black & Decker;United Kingdom;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-27 00:00:00.000;Unmapped;Unmapped;United Kingdom;Unmapped;2;1;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;ICASSATEST;ICAS South Africa (Test Preview);United Kingdom;Lyra Southern Africa Pty Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;ICASTESTCS;ICAS Client Services (Test Preview);South Africa;Lyra Health International Ltd;3;3;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;ICASTESTCS;ICAS Client Services (Test Preview);United Kingdom;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;JCI;JCI;Singapore;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;KINGHUB22;King;United Kingdom;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;LYRAHUBTEST;Lyra (Test Preview);United States;Lyra;1;1;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;LYRAOPSTEST;Lyra Clinical Ops;United Kingdom;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;ML001;M Line Group Pty Ltd;South Africa;Lyra Southern Africa Pty Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;TMD;TMD Friction;United Kingdom;Lyra Health International Ltd;2;2;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;Unmapped;Unmapped;Botswana;Unmapped;1;1;2026-07-01 - 2026-07-31
2026-07-28 00:00:00.000;Unmapped;Unmapped;South Africa;Unmapped;1;1;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;ICASSATEST;ICAS South Africa (Test Preview);South Africa;Lyra Southern Africa Pty Ltd;2;1;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;ICASTESTCS;ICAS Client Services (Test Preview);South Africa;Lyra Health International Ltd;5;4;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;ICASTESTCS;ICAS Client Services (Test Preview);United Kingdom;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;JABIL;Jabil;United Kingdom;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;JCI;JCI;China;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;LYRAHUBTEST;Lyra (Test Preview);United States;Lyra;2;2;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;MAR007;Marllyn Chemicals PTY Ltd;South Africa;Lyra Southern Africa Pty Ltd;2;1;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;SAP;SAP;Germany;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;SBDHUB22;Stanley Black & Decker;United Kingdom;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-29 00:00:00.000;Unmapped;Unmapped;Botswana;Unmapped;1;1;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;GRUNENTHAL;Grunenthal;Belgium;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;ICASTESTCS;ICAS Client Services (Test Preview);South Africa;Lyra Health International Ltd;4;3;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;ICASTESTCS;ICAS Client Services (Test Preview);Spain;Lyra Health International Ltd;2;1;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;ICASTESTCS;ICAS Client Services (Test Preview);United Kingdom;Lyra Health International Ltd;2;1;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;ICASTESTCS;ICAS Client Services (Test Preview);United States;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;ICASTESTINDIA;ICAS India (Test Preview);India;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;LYRAHUBTEST;Lyra (Test Preview);United States;Lyra;1;1;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;RELX;RELX;Philippines;Lyra Health International Ltd;2;2;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;Unmapped;Unmapped;South Africa;Unmapped;1;1;2026-07-01 - 2026-07-31
2026-07-30 00:00:00.000;Unmapped;Unmapped;United Kingdom;Unmapped;3;1;2026-07-01 - 2026-07-31
2026-07-31 00:00:00.000;ICA001;iCAS;South Africa;Lyra Southern Africa Pty Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-31 00:00:00.000;ICASSATEST;ICAS South Africa (Test Preview);United Kingdom;Lyra Southern Africa Pty Ltd;3;1;2026-07-01 - 2026-07-31
2026-07-31 00:00:00.000;ICASTESTCS;ICAS Client Services (Test Preview);United States;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-31 00:00:00.000;JCI;JCI;Austria;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-31 00:00:00.000;JCI;JCI;United Kingdom;Lyra Health International Ltd;1;1;2026-07-01 - 2026-07-31
2026-07-31 00:00:00.000;NEWMONT;Newmont;Australia;Lyra Health International Ltd;2;1;2026-07-01 - 2026-07-31
